show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds491,movie,mars and beyond,ward kimball,"walt disney, paul frees, dr. ernst stuhlinger, dr. wernher von braun, dr. e.c. slipher",united states,2020-06-26,1957,tv-g,53 min,53,min,an animated look at humankind's early views of the universe and life on mars.
ds492,movie,marvel studios' avengers: infinity war,"anthony russo, joe russo","robert downey jr., chris hemsworth, mark ruffalo, chris evans, scarlett johansson, don cheadle",united states,2020-06-26,2018,pg-13,152 min,152,min,the avengers must be willing to sacrifice all to defeat thanos.
ds493,movie,tarzan,"kevin lima, chris buck","tony goldwyn, minnie driver, glenn close, alex linz, rosie o'donnell, brian blessed",united states,2020-06-26,1999,g,93 min,93,min,"adopted by gorillas, tarzan’s life changes forever when he meets other humans."
ds494,movie,tarzan ii,brian smith,"harrison chad, george carlin, brad garrett, ron perlman, estelle harris, glenn close",united states,2020-06-26,2005,g,75 min,75,min,young tarzan decides his ape family would be better off without him.
ds495,tv show,101 dalmatians (series),,"jeff bennett, christine cavanaugh, tara charendoff, jim cummings, tress macneille, charlotte rae",,2020-06-19,1997,tv-y7,1 season,1,season,the dearly family move to a new farm home in the country.
ds496,movie,big sur: wild california,,hector elizondo,united states,2020-06-19,2010,tv-pg,47 min,47,min,why is california's big sur coastline experiencing an explosion in wildlife?
ds497,tv show,disney junior muppet babies play date,,,,2020-06-19,2018,tv-y,1 season,1,season,time for a playdate with the muppet babies!
ds498,movie,egypt's treasure guardians,"ben allen, tom jenner",dominic frisby,united kingdom,2020-06-19,2016,tv-pg,44 min,44,min,"this programme follows a select cast of individuals, determined to bring egypt back from the brink."
ds499,movie,the jungle book,jon favreau,"bill murray, ben kingsley, idris elba, lupita nyong'o, scarlett johansson, giancarlo esposito","united kingdom, united states",2020-06-19,2016,pg,108 min,108,min,a man-cub who’s been raised by a family of wolves eludes a dangerous tiger.
ds500,movie,the pirate fairy,peggy holmes,"mae whitman, christina hendricks, tom hiddleston, lucy liu, raven-symoné , megan hilty",united states,2020-06-19,2014,g,78 min,78,min,tinker bell and friends face the pirates of skull rock to save a friend.
ds501,movie,trail mix-up,barry cook,"charles fleischer, kathleen turner, april winchell, lou hirsch, corey burton, frank welker",united states,2020-06-19,1993,tv-g,9 min,9,min,roger rabbit is left to care for baby herman in yellowstone national park.
ds502,movie,tummy trouble,"frank marshall, rob minkoff","charles fleischer, april winchell, lou hirsch, corey burton, richard williams, kathleen turner",united states,2020-06-19,1989,tv-g,8 min,8,min,roger rabbit is left to babysit with the mischievous baby herman
ds503,movie,artemis fowl,kenneth branagh,,united states,2020-06-12,2020,pg,96 min,96,min,a descendant of a long line of criminal masterminds seeks to find his father who has disappeared.
ds504,tv show,mighty med,,"bradley perry, jake short, paris berelc, devan leos",united states,2020-06-12,2013,tv-y7,2 seasons,2,seasons,"check in to mighty med, the secret superhero hospital."
ds505,movie,the liberty story,"hamilton luske, robert stevenson",walt disney,united states,2020-06-12,1957,tv-pg,48 min,48,min,walt disney presents segments of america's fight for freedom. see details for advisory.
ds506,movie,the story of the animated drawing,"wilfred jackson, william beaudine",,united states,2020-06-12,1955,tv-pg,49 min,49,min,walt disney discusses the history of animation. see details for advisory.
ds507,movie,walt & el grupo,theodore thomas,,united states,2020-06-12,2009,pg,108 min,108,min,the u.s. government sends walt disney to south america on a goodwill tour.
ds508,tv show,alaska's grizzly gauntlet,,les stroud,united states,2020-06-05,2018,tv-pg,1 season,1,season,survival expert les stroud explores the world of alaska’s most formidable wildlife.
ds509,movie,america's greatest animals,,"bray poor, casey anderson, brady barr, andy casagrande, mireya mayor",united states,2020-06-05,2012,tv-pg,90 min,90,min,nat geo wild goes on a search for america's 'big five.' can america compete with africa's beasts?
ds510,movie,chasing the equinox,kenny scott,stefan frank,,2020-06-05,2019,tv-pg,45 min,45,min,ancient civilizations shared an incredible knowledge of the sun.
ds511,tv show,howie mandel's animals doing things,,howie mandel,united states,2020-06-05,2017,tv-pg,2 seasons,2,seasons,this show combines howie mandel’s lovable comedic genius with clips of animals doing crazy things.
ds512,tv show,japan: between earth and sky,,bray poor,"france, japan",2020-06-05,2017,tv-pg,1 season,1,season,japan: between earth and sky reveals the mystery of some the most beautiful sites in the country.
ds513,movie,percy jackson & the olympians: the lightning thief,chris columbus,"logan lerman, brandon t. jackson, alexandra daddario, sean bean, pierce brosnan, steve coogan","united kingdom, canada, united states",2020-06-05,2010,pg,119 min,119,min,a boy discovers he's the descendant of poseidon and must settle an on-going battle between the gods.
ds514,tv show,secrets of wild india,,david attenborough,united kingdom,2020-06-05,2012,tv-pg,1 season,1,season,'secrets of wild india' celebrates the diversity and drama of india's extraordinary landscapes.
ds515,tv show,the greeks,,toby moore,united states,2020-06-05,2016,tv-pg,1 season,1,season,"quite simply, the greeks created our world."
ds516,tv show,wild hawaii,,jk simmons,united states,2020-06-05,2014,tv-pg,1 season,1,season,national geographic takes us on an untamed journey to hawaii's remarkable lands.
ds517,movie,women of impact: changing the world,,julianna margulies,united states,2020-06-05,2019,tv-pg,44 min,44,min,how will you make the world a better place? hear stories of the amazing women changing our world.
ds518,movie,"maggie simpson in ""the longest daycare""",,,united states,2020-05-29,2012,pg,5 min,5,min,"in this oscar-nominated short from the simpsons, maggie navigates an eventful first day at daycare."
ds519,movie,mickey and the seal,charles nichols,,united states,2020-05-29,1948,tv-g,7 min,7,min,mickey and pluto get into trouble with a mischievous seal.
ds520,tv show,the evermoor chronicles,,"naomi sequeira, finney cassidy, georgia lock, jordan loughran, george sear, georgie farmer","united kingdom, united states",2020-05-29,2015,tv-pg,2 seasons,2,seasons,tara is trying to settle into a strange village.
ds521,movie,the moon-spinners,james neilson,"hayley mills, joan greenwood, michael davis, irene papas, paul stassino, eli wallach",united states,2020-05-29,1964,pg,119 min,119,min,a teen finds romance and searches for stolen gems during her vacation.
ds522,tv show,doc mcstuffins,,"kiara muhammad, jaden betts, jess harnell, kimberly brooks, lara miller, loretta devine","united states, ireland",2020-05-22,2011,tv-y7,5 seasons,5,seasons,doc mcstuffins has a clinic for toys in her playhouse.
ds523,movie,fantastic mr. fox,wes anderson,"george clooney, meryl streep, jason schwartzman, bill murray, wally wolodarsky, eric anderson","united states, united kingdom",2020-05-22,2009,pg,88 min,88,min,mr. fox lives a happy life until he plots the greatest chicken heist the world has ever seen.
ds524,movie,"hello, dolly!",gene kelly,"barbara streisand, walter matthau, michael crawford, marianne mcandrew, danny lockin, e.j. peaker",united states,2020-05-22,1969,g,147 min,147,min,matchmaker dolly levi orchestrates the love lives of her friends while trying to figure out her own.
ds525,tv show,marvel's future avengers,,"英司 花輪, 一博 中谷, 康之 加瀬, 健一郎 松田, かおり 水橋, 史絵 水沢",,2020-05-22,2017,tv-y7,2 seasons,2,seasons,teenagers train to become superheroes.
ds526,movie,out,steven hunter,"bernadette sullivan, kyle mcdaniel, caleb cabrera, matthew martin",united states,2020-05-22,2020,pg,12 min,12,min,"on an average day, greg's life seems ordinary. but today is different - there’s magic in the air."
ds527,tv show,the big fib,,,united states,2020-05-22,2019,tv-pg,1 season,1,season,the big fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert.
ds528,movie,the boys: the sherman brothers' story,"jeffrey sherman, gregory sherman",,united states,2020-05-22,2009,pg,102 min,102,min,"a journey through the lives of the prolific, award-winning songwriting duo."
ds529,tv show,it's a dog's life with bill farmer,,bill farmer,united states,2020-05-15,2020,tv-pg,1 season,1,season,"as the voice of goofy and pluto, bill farmer crosses the country meeting dogs doing incredible work!"
ds530,movie,maleficent: mistress of evil,joachim rønning,"angelina jolie, elle fanning, chiwetel ejiofor, sam riley, harris dickinson, ed skrein","united states, united kingdom, canada",2020-05-15,2019,pg,121 min,121,min,the story of disney's most iconic villain continues.
ds531,movie,star wars: the rise of skywalker (episode ix),j.j. abrams,"carrie fisher, mark hamill, adam driver, daisy ridley, john boyega, oscar isaac",united states,2020-05-04,2019,pg-13,142 min,142,min,the landmark skywalker saga comes to a conclusion.
ds532,movie,john carter,andrew stanton,"taylor kitsch, lynn collins, samantha morton, mark strong, ciarán hinds, dominic west",united states,2020-05-02,2012,pg-13,134 min,134,min,a former military captain is inexplicably transported to barsoom (mars).
ds533,tv show,awesome animals,,,,2020-05-01,2017,tv-pg,1 season,1,season,national geographic kids presents a natural history series just for kids.
ds534,tv show,birth of europe,,mark halliley,united kingdom,2020-05-01,2014,tv-g,1 season,1,season,birth of europe reveals the extraordinary story of how europe has been created by nature’s forces.
ds535,movie,bride of boogedy,oz scott,"richard masur, mimi kennedy, tammy lauren, david faustino, joshua rudoy, leonard frey",united states,2020-05-01,1987,tv-pg,93 min,93,min,"mr. boogedy returns, and will not stop until he get his revenge."
ds536,tv show,buried secrets of the bible with albert lin,,albert lin,,2020-05-01,2019,tv-pg,1 season,1,season,albert lin investigates two great stories of the bible.
ds537,tv show,disney prop culture,,daniel lanigan,united states,2020-05-01,2020,tv-pg,1 season,1,season,"collector dan lanigan reunites iconic disney movie props with filmmakers, actors, and crew."
ds538,movie,george of the jungle,sam weisman,"brendan fraser, leslie mann, thomas church, richard roundtree, greg cruttwell, abraham benrubi",united states,2020-05-01,1997,pg,93 min,93,min,"a baby raised by gorillas grows up to be a lovable, vine-swinging klutz."
ds539,movie,homeward bound ii: lost in san francisco,david ellis,"robert hays, kim greist, veronica lauren, kevin chevalia, benj thall, max perlich",united states,2020-05-01,1996,g,90 min,90,min,three lost pets must navigate through san francisco to find their way home.
ds540,movie,homeward bound: the incredible journey,duwayne dunham,"robert hays, kim greist, jean smart, veronica lauren, kevin chevalia, benj thall",united states,2020-05-01,1993,g,85 min,85,min,two dogs and a cat embark on a great american journey to find their owners.
ds541,movie,how to play baseball,jack kinney,,united states,2020-05-01,1942,tv-g,8 min,8,min,goofy teaches you all about this all-american pastime.
ds542,movie,in beaver valley,james algar,winston hibler,united states,2020-05-01,1950,tv-pg,32 min,32,min,a young male beaver races to build his new family a home before winter. see details for advisory.
ds543,tv show,lost treasures of egypt,,rick robles,united kingdom,2020-05-01,2018,tv-pg,1 season,1,season,"an immersive, discovery-led series following teams of archaeologists in egypt."
ds544,tv show,love & vets,,mallory kasdan,united states,2020-05-01,2017,tv-pg,1 season,1,season,we watch as doctors will and fran divide and conquer to treat the steady flow of claw-clad patients.
ds545,movie,nature's half acre,james algar,winston hibler,united states,2020-05-01,1951,tv-pg,33 min,33,min,the strange and wonderful world that lies beneath our feet. see details for advisory.
ds546,tv show,prairie dog manor,,kevin conway,united states,2020-05-01,2019,tv-pg,1 season,1,season,each episode takes the audience on a first-person journey following a few of the prairie dogs.
ds547,movie,prowlers of the everglades,james algar,,united states,2020-05-01,1953,tv-y7,32 min,32,min,"a primeval reptile stalks its prey in ""the swamp that time forgot."" see details for advisory."
